Iteration	Posterior	Likelihood	Prior	alpha[1]	alpha[2]	alpha[3]	diversification	lambda	mole_branch_rate_mean	mole_branch_rates[1]	mole_branch_rates[2]	mole_branch_rates[3]	mole_branch_rates[4]	mole_branch_rates[5]	mole_branch_rates[6]	mole_branch_rates[7]	mole_branch_rates[8]	mole_branch_rates[9]	mole_branch_rates[10]	mole_branch_rates[11]	mole_branch_rates[12]	mole_branch_rates[13]	mole_branch_rates[14]	mole_branch_rates[15]	mole_branch_rates[16]	mole_branch_rates[17]	mole_branch_rates[18]	mole_branch_rates[19]	mole_branch_rates[20]	mole_branch_rates[21]	mole_branch_rates[22]	mole_clock_rate_mean	mole_clock_rate_sd	mole_proportional_rates[1]	mole_proportional_rates[2]	mole_proportional_rates[3]	mole_relative_rates[1]	mole_relative_rates[2]	mole_relative_rates[3]	morph_branch_rates[1]	morph_branch_rates[2]	morph_branch_rates[3]	morph_branch_rates[4]	morph_branch_rates[5]	morph_branch_rates[6]	morph_branch_rates[7]	morph_branch_rates[8]	morph_branch_rates[9]	morph_branch_rates[10]	morph_branch_rates[11]	morph_branch_rates[12]	morph_branch_rates[13]	morph_branch_rates[14]	morph_branch_rates[15]	morph_branch_rates[16]	morph_branch_rates[17]	morph_branch_rates[18]	morph_branch_rates[19]	morph_branch_rates[20]	morph_branch_rates[21]	morph_branch_rates[22]	morph_clock_rate	morph_clock_rate_log	morph_site_rate_alpha	morph_site_rates[1]	morph_site_rates[2]	morph_site_rates[3]	morph_site_rates[4]	mu	num_sampled_ancestors	origin_time	psi	relext	t[1]	t[2]	TL
500	-10880.42	-10884.02	3.599085	0.245746	0.634331	0.768571	0.05474333	0.4094071	0.001911222	0.00187465	0.00113877	0.0011402	0.00220054	0.00169933	0.00742669	0.0020075	0.000408184	0.000913697	0.00100872	0.00153478	0.002618	0.0013966	0.000910042	0.00215376	0.00300026	0.00518893	0.000498648	0.0023992	0.00136805	0.000312661	0.000847704	0.001900205	0.6642295	0.660136	0.0941108	0.245754	1.98041	0.282332	0.737261	0.00561405	0.00341029	0.00341458	0.00658999	0.00508902	0.0222409	0.00601189	0.0012224	0.00273627	0.00302082	0.00459623	0.00784018	0.00418242	0.00272532	0.00644992	0.00898495	0.0155394	0.00149331	0.00718494	0.00409692	0.000936333	0.00253864	0.005723579	-5.163161	4.274414	0.46883	0.784194	1.08427	1.66271	0.3546638	0	90.477	2.92955e-05	0.8662863	34.6562	52.3285	701.403
510	-10875.97	-10884.43	8.464486	0.220817	0.458116	0.921298	0.05474333	0.256041	0.001472217	0.000198965	0.00138744	0.000367296	0.00245025	0.00143527	0.00689562	0.00161108	0.000534648	0.000708867	0.000686477	0.000931862	0.000755532	0.000582097	0.000766554	0.00217217	0.00165476	0.00305929	0.000498648	0.00347906	0.000910346	0.00049367	0.000808868	0.001183515	0.679084	0.594542	0.102682	0.302776	1.78363	0.308046	0.908328	0.00175427	0.012233	0.00323845	0.0216038	0.0126547	0.0607986	0.0142049	0.00471399	0.00625007	0.00605266	0.00821621	0.00666152	0.00513234	0.0067587	0.019152	0.01459	0.0269737	0.00439657	0.0306748	0.00802651	0.00435268	0.00713178	0.01298052	-4.344306	4.274414	0.46883	0.784194	1.08427	1.66271	0.2012977	0	92.40438	2.202073e-05	0.7861931	37.9324	52.3285	667.2219
520	-10875.08	-10881.65	6.57132	0.19743	1.00738	0.764267	0.05474333	0.3816316	0.001699941	0.00111612	0.000761744	0.000461614	0.00236685	0.00109594	0.00646666	0.00192955	0.000723838	0.000806388	0.000923079	0.000540395	0.000596738	0.000607252	0.000766554	0.0036179	0.00148764	0.00110521	0.000817413	0.00554701	0.00164191	0.00172594	0.00229296	0.00212245	0.9000038	0.656304	0.0823968	0.261299	1.96891	0.24719	0.783897	0.00187396	0.00127896	0.000775045	0.00397391	0.00184008	0.0108575	0.00323969	0.00121532	0.00135392	0.00154984	0.000907317	0.00100192	0.00101957	0.00128704	0.00607441	0.00249772	0.00185564	0.00137243	0.00931337	0.00275674	0.00289784	0.00384985	0.002854182	-5.85897	0.8616235	0.108588	0.43081	0.972669	2.48793	0.3268883	0	97.98111	1.513463e-05	0.8565545	40.6201	52.3285	745.381
530	-10875.03	-10878.28	3.256391	0.207321	0.442462	0.796048	0.05758	0.2371817	0.001881661	0.00213591	0.000711549	0.000707164	0.00217505	0.00132616	0.0064106	0.00227499	0.000940106	0.000554934	0.000916548	0.000603483	0.00324345	0.00525247	0.000828855	0.000991647	0.00277453	0.00192132	0.000817413	0.00269233	0.000252314	0.0010179	0.00284782	0.001924296	0.7240871	0.634026	0.0903537	0.27562	1.90208	0.271061	0.82686	0.0112395	0.00374428	0.00372121	0.0114455	0.00697845	0.0337336	0.0119714	0.00494699	0.00292015	0.00482302	0.00317562	0.0170676	0.0276393	0.00436157	0.00521821	0.0146	0.0101103	0.00430135	0.0141675	0.00132772	0.00535636	0.0149857	0.009901598	-4.615059	3.278506	0.409722	0.745869	1.08358	1.76083	0.1796017	0	100.1529	1.340067e-05	0.7572326	35.5355	52.3285	720.996
540	-10867.82	-10875.01	7.189435	0.191222	0.515238	0.760841	0.05589301	0.2825474	0.001790589	0.00212757	0.00105042	0.000402905	0.00234486	0.00161025	0.00777727	0.00210918	0.00123099	0.000622157	0.000956313	0.000641493	0.00520272	0.000800357	0.000684626	0.00126228	0.00182818	0.00113553	0.00117593	0.0027201	0.0008155	0.00178777	0.00110656	0.001882564	0.6989957	0.670349	0.084147	0.245504	2.01105	0.252441	0.736512	0.0186362	0.00920103	0.00352921	0.0205396	0.0141048	0.0681244	0.0184752	0.0107828	0.00544973	0.00837675	0.0056191	0.0455728	0.00701066	0.00599693	0.0110568	0.0160138	0.00994658	0.0103005	0.0238265	0.00714331	0.0156598	0.00969284	0.01568451	-4.155081	1.012551	0.139451	0.480492	1.00205	2.37801	0.2266544	0	94.63658	3.474879e-05	0.8021818	35.8667	52.3285	730.2209
550	-10871.39	-10879.84	8.445898	0.224823	1.02117	0.847037	0.06571376	0.1383752	0.001600849	0.000864187	0.000651263	0.000726814	0.00234389	0.00180049	0.0055925	0.00224272	0.00126839	0.000548128	0.00103016	0.000739682	0.00113677	0.00213259	0.000684626	0.00298358	0.00181797	0.00206891	0.000677895	0.00262716	0.00119289	0.00142756	0.000660481	0.001246063	0.6561531	0.676056	0.0880958	0.235848	2.02817	0.264288	0.707543	0.00104927	0.000790746	0.000882477	0.00284589	0.00218611	0.00679026	0.00272304	0.00154005	0.000665522	0.0012508	0.000898102	0.00138023	0.00258934	0.000831254	0.00362258	0.00220733	0.00251202	0.000823082	0.00318983	0.00144838	0.00173331	0.000801938	0.001943707	-6.243158	0.3406751	0.00916656	0.13629	0.658196	3.19635	0.07266145	0	95.5704	7.563662e-06	0.5251045	36.7587	52.3285	689.0722
560	-10877.65	-10882.23	4.584055	0.238049	0.947608	0.915732	0.07407692	0.16213	0.001865532	0.00111448	0.000665949	0.000783136	0.00250235	0.00152205	0.00719434	0.00302788	0.00132595	0.000783552	0.000936271	0.000826355	0.00155179	0.00220692	0.000893026	0.00287411	0.00331789	0.00211358	0.00140794	0.0020282	0.00212217	0.000722384	0.00112138	0.00228434	0.8515428	0.691344	0.0879872	0.220669	2.07403	0.263961	0.662008	0.0043019	0.00257058	0.00302292	0.00965913	0.00587515	0.0277703	0.0116877	0.00511819	0.00302452	0.00361402	0.00318975	0.00598995	0.00851874	0.0034471	0.0110941	0.0128071	0.00815846	0.00543468	0.00782887	0.00819162	0.00278842	0.00432854	0.007200988	-4.933537	1.319285	0.196008	0.555425	1.03778	2.21079	0.08805312	0	91.96913	1.353917e-05	0.5431018	45.0665	52.3285	698.6875
570	-10885.76	-10887.91	2.152612	0.210929	0.776329	1.08577	0.07407692	0.1940992	0.002042322	0.00312536	0.000750163	0.000335054	0.00301614	0.00162439	0.00719434	0.00152558	0.00124549	0.000659338	0.000834684	0.000594278	0.00385347	0.00323992	0.000885963	0.000776689	0.00272602	0.00182464	0.00255622	0.00244029	0.00146644	0.00221242	0.0020442	0.003025262	0.8528643	0.68263	0.0796369	0.237733	2.04789	0.238911	0.7132	0.0154378	0.00370544	0.001655	0.0148983	0.00802369	0.0355366	0.00753562	0.00615214	0.00325681	0.00412294	0.00293545	0.0190343	0.0160036	0.00437623	0.00383647	0.0134652	0.00901285	0.0126265	0.0120538	0.00724351	0.0109283	0.0100973	0.01008809	-4.5964	0.4247474	0.0204405	0.199988	0.756729	3.02284	0.1200222	0	96.54012	3.770193e-05	0.6183553	40.277	52.3324	696.1782
580	-10875.64	-10879.38	3.737421	0.222126	0.59622	0.826629	0.08544301	0.1376591	0.002102344	0.00647762	0.000633148	0.000853662	0.00308813	0.00176488	0.0107306	0.00151154	0.00105658	0.000956576	0.00105924	0.000641302	0.00466785	0.00160242	0.000959222	0.00141946	0.000655729	0.0017344	0.000723103	0.00244029	0.000512611	0.00135624	0.00140694	0.002258032	0.6963003	0.643182	0.0912403	0.265578	1.92955	0.273721	0.796734	0.0406304	0.00397137	0.00535452	0.01937	0.01107	0.0673071	0.00948098	0.0066273	0.00600005	0.00664397	0.00402251	0.0292787	0.010051	0.00601664	0.00890342	0.004113	0.0108789	0.00453561	0.0153065	0.00321531	0.0085069	0.00882495	0.01318678	-4.32854	1.049835	0.146789	0.491235	1.00779	2.35419	0.05221609	0	89.08811	3.163455e-05	0.3793145	44.5013	52.3324	640.7122
590	-10869.31	-10870.66	1.342757	0.204559	0.657245	0.728834	0.05465529	0.585702	0.002069909	0.00643156	0.000582946	0.000653902	0.00293957	0.00205015	0.00963375	0.00200523	0.00119879	0.000897544	0.000889683	0.000579563	0.000722246	0.00638585	0.000430761	0.00226877	0.00161915	0.000582802	0.000270507	0.00246069	0.00025802	0.00193522	0.000741286	0.002258032	1.00361	0.633975	0.0828487	0.283176	1.90192	0.248546	0.849529	0.0161284	0.00146185	0.00163979	0.00737153	0.00514115	0.0241585	0.0050285	0.0030062	0.00225077	0.00223105	0.00145337	0.00181117	0.0160138	0.00108022	0.00568938	0.00406033	0.00146149	0.00067835	0.00617066	0.000647034	0.00485294	0.00185892	0.005190697	-5.260887	3.589753	0.4303	0.75971	1.0842	1.72579	0.5310467	0	92.78689	1.102296e-05	0.9066841	47.0366	52.3324	681.3143
600	-10872.78	-10871.99	-0.7892143	0.216064	0.830697	0.787321	0.0584961	0.3108431	0.002021314	0.00236019	0.000471435	0.000492313	0.00268985	0.00175087	0.00802818	0.00172156	0.0012228	0.000838093	0.000532129	0.000634233	0.00477443	0.00529221	0.000526473	0.00152438	0.000751001	0.000891108	0.000249505	0.00334964	0.000472971	0.00405841	0.00183714	0.001497577	1.057471	0.641947	0.0780264	0.280027	1.92584	0.234079	0.84008	0.00699672	0.00139755	0.00145945	0.00797397	0.00519038	0.0237993	0.0051035	0.00362495	0.0024845	0.00157748	0.00188016	0.0141536	0.0156886	0.00156071	0.00451898	0.00222632	0.00264166	0.000739649	0.00992989	0.00140211	0.012031	0.00544613	0.005992116	-5.117311	1.576566	0.236912	0.600824	1.05462	2.10765	0.252347	0	86.49275	9.908096e-06	0.8118147	47.0366	52.3324	686.8541
610	-10871.58	-10875.69	4.104907	0.184314	1.07837	0.891535	0.03865234	1.235843	0.001736857	0.00051406	0.000265699	0.000260097	0.00317186	0.0019793	0.00864258	0.00172156	0.000895066	0.000864982	0.000593856	0.000476295	0.00135896	0.00132073	0.00133443	0.000584242	0.000343157	0.00192611	0.00416639	0.00261521	0.00141754	0.0028568	0.000901929	0.001561081	0.8892613	0.616285	0.0924991	0.291216	1.84886	0.277497	0.873647	0.00189413	0.000979005	0.000958363	0.0116872	0.00729299	0.0318448	0.00634333	0.00329799	0.00318715	0.00218815	0.00175497	0.00500727	0.0048664	0.00491688	0.00215272	0.00126441	0.00709704	0.0153516	0.0096361	0.00522313	0.0105263	0.00332328	0.006399691	-5.051506	8.497091	0.603738	0.857738	1.07553	1.463	1.197191	0	99.32481	2.824341e-05	0.9687239	36.5208	52.3324	711.1683
620	-10871.94	-10879.47	7.534172	0.223615	0.688417	0.955868	0.05546715	0.2885173	0.001560082	0.00138476	0.000458288	0.000497651	0.00288496	0.00230505	0.00920856	0.00146973	0.00100591	0.00102737	0.000562758	0.000332369	0.000775692	0.000754915	0.000833235	0.00204088	0.000277615	0.00101208	0.00206945	0.000706323	0.000399329	0.0031831	0.00113178	0.001561081	0.8625626	0.585403	0.0900667	0.32453	1.75621	0.2702	0.973591	0.00744274	0.00246318	0.00267475	0.0155059	0.012389	0.0494936	0.00789939	0.00540649	0.00552184	0.00302468	0.0017864	0.00416914	0.00405747	0.00447842	0.0109692	0.00149211	0.00543968	0.0111227	0.0037963	0.00214629	0.0171083	0.00608302	0.008385033	-4.781307	7.43531	0.579778	0.845884	1.07794	1.4964	0.2330501	0	95.12229	2.031386e-05	0.807751	45.4857	52.3324	692.7576
630	-10865.05	-10871.38	6.329768	0.285983	0.437429	0.81788	0.07415278	0.1896877	0.001726861	0.00187752	0.000494525	0.000753522	0.00310052	0.00232085	0.0083022	0.00140232	0.00123565	0.00111955	0.000951493	0.000396016	0.00284489	0.00106614	0.000962436	0.0011223	0.0014952	0.000785518	0.000930936	0.000530533	0.000569077	0.00363944	0.00209029	0.001989771	0.7347274	0.604756	0.094685	0.300559	1.81427	0.284055	0.901678	0.00302278	0.000796176	0.00121316	0.00499177	0.00373653	0.0133664	0.00225771	0.00198937	0.00180246	0.00153188	0.000637578	0.00458022	0.00171646	0.0015495	0.00180689	0.00240724	0.00126467	0.00149879	0.000854147	0.000916203	0.00585942	0.00336532	0.002780212	-5.885228	0.1340883	1.77694e-05	0.0062402	0.193492	3.80025	0.1155349	0	98.33862	7.081531e-05	0.6090797	39.044	52.3324	655.4086
640	-10871.53	-10879.36	7.82719	0.192942	0.522685	0.75088	0.07415278	0.2654071	0.001740888	0.00205359	0.000410864	0.000635055	0.00268717	0.00229546	0.00673172	0.00128709	0.00112359	0.00102008	0.000783785	0.000453668	0.00151399	0.00137331	0.00158408	0.00340306	0.00234542	0.00165693	0.00153418	0.000720709	0.000633264	0.00152355	0.00252896	0.001995311	0.7347274	0.592372	0.0910164	0.316612	1.77712	0.273049	0.949836	0.00444703	0.000889722	0.00137521	0.00581905	0.0049708	0.0145775	0.00278718	0.00243313	0.00220898	0.00169728	0.000982414	0.00327854	0.00297389	0.00343031	0.00736929	0.005079	0.00358808	0.00332226	0.00156069	0.00137133	0.00329925	0.00547644	0.00376988	-5.580712	0.1340883	1.77694e-05	0.0062402	0.193492	3.80025	0.1912543	0	92.83461	2.631993e-05	0.7206074	44.9241	52.3324	715.3114
650	-10871.88	-10878.62	6.743416	0.209509	0.744465	1.07483	0.07685335	0.1175215	0.001673178	0.00211215	0.000637948	0.000439503	0.00309486	0.00177987	0.0080657	0.00102028	0.000925047	0.000729	0.000836816	0.000628871	0.000778989	0.00236894	0.00184554	0.00160126	0.000648771	0.00104363	0.0017435	0.00156338	0.00107054	0.00221415	0.0016612	0.001995311	0.9925373	0.618183	0.0908065	0.291011	1.85455	0.272419	0.873032	0.00486589	0.00146968	0.00101251	0.00712982	0.00410039	0.0185814	0.00235049	0.00213109	0.00167944	0.00192783	0.00144877	0.0017946	0.00545748	0.00425169	0.00368891	0.00149461	0.00240427	0.0040166	0.00360166	0.00246626	0.00510087	0.00382701	0.003854605	-5.558487	5.320682	0.514875	0.811259	1.0827	1.59116	0.04066813	0	87.59941	2.525023e-05	0.3460485	34.3125	52.3324	680.3882
660	-10864.27	-10874.67	10.4011	0.232979	0.936562	0.864794	0.07576496	0.1489003	0.001563695	0.00140946	0.000451846	0.000338671	0.00284332	0.00188469	0.0080657	0.00139914	0.000950482	0.00109928	0.000836816	0.000499489	0.0012917	0.00108407	0.000996129	0.000610543	0.00251135	0.00137924	0.0017435	0.000723328	0.000824158	0.00221415	0.00124422	0.001532762	0.6862254	0.610542	0.107705	0.281752	1.83163	0.323116	0.845257	0.00541578	0.00173619	0.00130132	0.0109253	0.00724184	0.030992	0.00537614	0.00365218	0.00422391	0.00321542	0.00191926	0.00496328	0.00416549	0.00382757	0.00234598	0.00964974	0.00529965	0.00669929	0.00277935	0.00316678	0.00850774	0.00478085	0.006008414	-5.114594	6.671538	0.559507	0.835479	1.07972	1.5253	0.07313533	0	92.02427	7.715799e-06	0.4911698	39.2007	52.3324	627.7338
670	-10865.42	-10871.81	6.389943	0.213402	0.494729	0.937097	0.08298764	0.121577	0.00174061	0.00396853	0.000634473	0.000668292	0.00244402	0.00213127	0.00795315	0.00141634	0.00089339	0.000674833	0.000760614	0.000582668	0.00170065	0.00167861	0.000743023	0.00288401	0.00147971	0.00107196	0.00210031	0.000547849	0.0011233	0.00198039	0.000856028	0.001518888	0.5708931	0.65718	0.0807898	0.26203	1.97154	0.24237	0.786091	0.00617842	0.000987781	0.00104043	0.00380498	0.00331807	0.0123819	0.00220503	0.00139088	0.00105062	0.00118416	0.000907128	0.00264767	0.00261335	0.00115678	0.00448998	0.00230368	0.00166888	0.00326988	0.00085292	0.00174881	0.00308317	0.00133271	0.002709874	-5.910853	5.164832	0.508783	0.807805	1.083	1.60041	0.03858932	0	94.881	4.005246e-05	0.3174066	34.0296	52.3324	699.1258
680	-10859.87	-10872.1	12.22753	0.229247	0.596452	0.754272	0.07739098	0.17023	0.001518765	0.00138213	0.0010334	0.000536665	0.00208878	0.00179863	0.00573458	0.00127175	0.000863524	0.000712168	0.00108129	0.00108587	0.000902622	0.00181837	0.000696226	0.000907051	0.00252192	0.00144751	0.00238847	0.0005503	0.00129204	0.00231656	0.000982968	0.001518888	0.6504915	0.628158	0.0900015	0.28184	1.88448	0.270005	0.84552	0.00747564	0.00558942	0.00290269	0.0112977	0.00972837	0.031017	0.0068786	0.0046706	0.00385195	0.00584843	0.00587322	0.00488207	0.00983516	0.00376572	0.00490603	0.0136405	0.00782927	0.0129187	0.00297645	0.00698833	0.0125298	0.00531665	0.008214649	-4.801836	7.736232	0.587016	0.849515	1.07725	1.48622	0.09283905	0	99.43938	2.201764e-05	0.5453741	42.7008	52.2782	695.5677
690	-10876.9	-10875.96	-0.9452825	0.241533	0.504225	0.884934	0.07160395	0.0870379	0.002176461	0.00562922	0.000944111	0.000248364	0.00187002	0.00137032	0.00592449	0.00130079	0.000993581	0.000570708	0.000851114	0.00115272	0.0020215	0.00384348	0.00111945	0.00176889	0.0011915	0.00284113	0.00656691	0.000756928	0.00185674	0.00163628	0.00342389	0.001671356	0.6745849	0.641525	0.0852366	0.273238	1.92458	0.25571	0.819714	0.0206302	0.00346001	0.000910212	0.0068533	0.00502201	0.0217123	0.00476717	0.00364131	0.00209155	0.00311919	0.00422454	0.00740845	0.0140857	0.00410262	0.00648269	0.00436665	0.0104123	0.0240667	0.00277402	0.00680465	0.00599669	0.012548	0.007976375	-4.831271	4.59841	0.484492	0.793654	1.08392	1.63793	0.01543395	0	97.45348	4.641265e-05	0.1773245	44.6727	52.2782	740.4583
700	-10875.95	-10887.15	11.19672	0.221413	0.360633	0.753232	0.07448799	0.1372612	0.001467717	0.000428282	0.000904871	0.000274515	0.00266256	0.00152276	0.00712046	0.0013665	0.00101826	0.000463912	0.00111998	0.000865515	0.000352747	0.00268187	0.00112815	0.0015115	0.00113317	0.000451227	0.000604132	0.000974361	0.000889838	0.000735948	0.00407923	0.001465264	0.7042607	0.607335	0.0915546	0.301111	1.822	0.274664	0.903332	0.0038675	0.00817122	0.00247894	0.0240436	0.0137509	0.0642996	0.0123398	0.00919514	0.00418925	0.0101137	0.00781582	0.00318539	0.024218	0.0101875	0.0136492	0.0102329	0.0040747	0.00545547	0.00879873	0.00803547	0.00664581	0.0368365	0.01325387	-4.323466	7.524611	0.581966	0.846987	1.07773	1.49331	0.06277322	0	92.89749	3.859792e-05	0.4573267	38.6954	52.2782	675.5326
710	-10882.39	-10885.18	2.781359	0.238483	0.488521	0.964058	0.06505718	0.2580834	0.002131229	0.00195559	0.000807623	0.000853331	0.00224201	0.00175686	0.00791848	0.00214007	0.00104125	0.000606061	0.00107189	0.00086797	0.000802005	0.0135623	0.000944593	0.000599438	0.000930608	0.00109577	0.00125111	0.00113925	0.00140691	0.00223775	0.00165614	0.002036174	1.000576	0.646218	0.0796219	0.274161	1.93865	0.238866	0.822482	0.00194154	0.000801822	0.000847202	0.00222591	0.00174424	0.00786161	0.0021247	0.00103377	0.000601707	0.00106419	0.000861735	0.000796244	0.0134649	0.000937808	0.000595132	0.000923923	0.0010879	0.00124212	0.00113107	0.0013968	0.00222168	0.00164424	0.00211592	-6.158265	0.4751106	0.0288726	0.235357	0.801278	2.93449	0.1930262	0	88.38393	2.584546e-05	0.7479219	46.1224	52.4068	640.6004
720	-10877.32	-10881.36	4.039825	0.192446	0.578798	0.748288	0.07007059	0.2492193	0.001821939	0.0028239	0.000767869	0.00101921	0.00252276	0.00198362	0.00738129	0.00240717	0.00123753	0.000617232	0.000828568	0.000658896	0.00251904	0.00269349	0.000375639	0.00117307	0.0029641	0.00182672	0.00125111	0.000667872	0.00079991	0.00111344	0.0024502	0.002523259	1.024432	0.607353	0.0846191	0.308028	1.82206	0.253857	0.924085	0.00605761	0.00164717	0.00218632	0.00541164	0.00425511	0.0158338	0.00516368	0.00265466	0.00132404	0.00177738	0.00141341	0.00540365	0.00577787	0.000805791	0.00251637	0.00635835	0.00391855	0.00268378	0.00143267	0.0017159	0.00238847	0.00525598	0.00390828	-5.544658	0.4751106	0.0288726	0.235357	0.801278	2.93449	0.1791487	0	91.17684	3.737313e-05	0.7188396	39.7937	52.103	647.7232
730	-10880.84	-10890.2	9.361954	0.213533	0.654052	0.789714	0.06983936	0.1427187	0.001611966	0.0027267	0.000669876	0.000766	0.00223625	0.00197347	0.00727573	0.002853	0.00128582	0.000843876	0.000828568	0.000770273	0.000757607	0.000721651	0.000374794	0.00129341	0.00107587	0.00165067	0.000649901	0.00143334	0.000674233	0.00305693	0.00154528	0.00167693	0.7110515	0.599938	0.0942417	0.30582	1.79981	0.282725	0.917461	0.0192414	0.00472709	0.00540541	0.0157804	0.0139261	0.0513424	0.0201326	0.00907361	0.00595495	0.00584693	0.00543556	0.00534619	0.00509245	0.0026448	0.00912718	0.00759209	0.0116482	0.00458614	0.0101146	0.00475784	0.0215718	0.0109045	0.01137511	-4.476327	6.738135	0.561395	0.836463	1.07956	1.52258	0.07287931	0	100.1077	3.550744e-05	0.5106501	43.7014	52.103	622.8346
740	-10875.96	-10882.18	6.219087	0.215551	0.861368	1.14591	0.08763359	0.1209469	0.001829985	0.00637945	0.000624854	0.00184873	0.00222039	0.00220461	0.00716903	0.00197836	0.000938522	0.000900406	0.0011109	0.000583161	0.00128753	0.000576626	0.000505004	0.00107507	0.00108146	0.00127578	0.000622616	0.00120664	0.00184251	0.00305693	0.00177106	0.00167693	0.6385077	0.6179	0.0982317	0.283868	1.8537	0.294695	0.851605	0.0341409	0.00334403	0.00989385	0.0118828	0.0117984	0.0383665	0.0105876	0.00502268	0.0048187	0.00594519	0.0031209	0.00689049	0.00308593	0.00270262	0.00575345	0.00578763	0.00682761	0.00333205	0.00645757	0.00986054	0.0163598	0.00947819	0.009793519	-4.626034	0.5388077	0.0407867	0.276498	0.846574	2.83614	0.03331333	1	95.64607	4.080215e-05	0.2754376	40.164	52.103	653.9011
750	-10875.43	-10879.23	3.797979	0.271142	0.946675	0.808562	0.08297598	0.1082735	0.001899244	0.00173896	0.000672115	0.00211501	0.00191312	0.00155761	0.00679509	0.00249011	0.00106503	0.000675858	0.00103989	0.000664616	0.00134155	0.000419585	0.000697335	0.00277466	0.00287611	0.00116308	0.000943318	0.000643322	0.00111263	0.00718152	0.00190285	0.00200353	0.6825153	0.65331	0.0816824	0.265007	1.95993	0.245047	0.795022	0.0103609	0.00400453	0.0126014	0.0113986	0.0092804	0.0404859	0.0148364	0.00634554	0.00402684	0.0061958	0.00395986	0.00799308	0.00249994	0.0041548	0.0165318	0.0171362	0.00692974	0.00562039	0.00383298	0.00662919	0.0427883	0.0113374	0.0113159	-4.481546	0.2419727	0.00175852	0.0609572	0.484249	3.45304	0.02529756	0	92.2827	2.925472e-05	0.2336449	35.9696	52.103	685.804
760	-10873.75	-10872.16	-1.596794	0.246671	0.629817	0.828927	0.07810001	0.09485509	0.001793607	0.00785895	0.000706754	0.000362851	0.00229725	0.00209727	0.00690323	0.00293281	0.00126489	0.000827486	0.00115938	0.000669695	0.00307515	0.000229834	0.000489396	0.00275675	0.00129844	0.000818209	0.000771262	0.000553976	0.000243111	0.000239794	0.00190285	0.00200353	0.8045265	0.616175	0.0970987	0.286726	1.84853	0.291296	0.860177	0.028752	0.00258566	0.00132749	0.0084045	0.00767287	0.0252555	0.0107297	0.0046276	0.00302736	0.00424158	0.00245008	0.0112504	0.000840847	0.00179045	0.0100856	0.00475035	0.00299342	0.00282166	0.00202672	0.000889422	0.000877287	0.00696156	0.006561911	-5.026473	2.954462	0.385708	0.728975	1.08228	1.80304	0.01675508	0	87.77285	1.947978e-05	0.1766387	41.5696	52.103	621.7785
770	-10862.42	-10874.38	11.9655	0.225698	0.567678	0.895577	0.04757117	0.4424033	0.001417036	0.000516797	0.0010021	0.000336962	0.00229725	0.00189965	0.007192	0.00273388	0.00143932	0.000845817	0.00115281	0.00108363	0.000843914	0.00050108	0.000472265	0.00245946	0.000926938	0.00127518	0.000613077	0.000876319	0.000614671	0.00100871	0.00108296	0.001220165	0.7463807	0.635435	0.0939618	0.270603	1.9063	0.281885	0.81181	0.00171747	0.00333027	0.00111983	0.00763448	0.00631311	0.0239012	0.0090855	0.00478328	0.00281091	0.00383114	0.00360123	0.00280458	0.00166524	0.00156948	0.00817354	0.0030805	0.00423781	0.00203744	0.00291227	0.00204274	0.00335224	0.00359901	0.00470924	-5.358229	5.242095	0.511832	0.809539	1.08286	1.59577	0.3948322	1	89.74175	1.568725e-05	0.892471	43.126	52.103	625.9806
780	-10879.38	-10889.62	10.24477	0.239539	0.716365	0.747555	0.04508825	0.6659129	0.001429888	0.000698798	0.000683008	0.000533875	0.00188201	0.00304972	0.00736576	0.00265402	0.00177126	0.000750525	0.00133749	0.000943412	0.000619663	0.000334602	0.00045512	0.00191215	0.000418056	0.00112017	0.00097689	0.00104416	0.00136249	0.000606112	0.000938232	0.001674221	0.9703184	0.666265	0.0844294	0.249306	1.99879	0.253288	0.747918	0.00329765	0.00322314	0.00251938	0.00888125	0.0143917	0.0347593	0.0125244	0.00835865	0.00354175	0.00631166	0.00445199	0.00292421	0.001579	0.00214773	0.00902349	0.00197282	0.00528614	0.00460998	0.00492742	0.00642964	0.00286026	0.00442755	0.006747689	-4.998555	2.285295	0.325107	0.682284	1.07573	1.91688	0.6208246	0	94.57371	2.351471e-05	0.9322911	34.9372	52.1918	643.3671
790	-10880.84	-10873.38	-7.460333	0.228981	0.497648	0.97252	0.04531645	0.2760783	0.00264918	0.00571693	0.000851938	0.000934357	0.0021801	0.00323695	0.00635155	0.00218905	0.00157889	0.00103529	0.00138171	0.000745615	0.00076339	0.000332976	0.000608878	0.00483731	0.00116863	0.0015766	0.0185151	0.00110045	0.00237246	0.000452496	0.000351296	0.001606606	0.82052	0.659279	0.0846912	0.256029	1.97784	0.254074	0.768088	0.0191568	0.00285475	0.00313093	0.0073053	0.0108467	0.0212834	0.00733527	0.00529068	0.00346916	0.00462996	0.00249848	0.00255804	0.00111577	0.00204028	0.0162093	0.00391595	0.00528302	0.0620421	0.00368751	0.00794987	0.00151627	0.00117716	0.008877119	-4.724278	6.66394	0.55929	0.835365	1.07974	1.52561	0.2307619	0	92.6481	2.904716e-05	0.8358565	38.4627	52.1918	685.5471
