Iteration	Posterior	Likelihood	Prior	alpha[1]	alpha[2]	alpha[3]	diversification	lambda	mole_branch_rate_mean	mole_branch_rates[1]	mole_branch_rates[2]	mole_branch_rates[3]	mole_branch_rates[4]	mole_branch_rates[5]	mole_branch_rates[6]	mole_branch_rates[7]	mole_branch_rates[8]	mole_branch_rates[9]	mole_branch_rates[10]	mole_branch_rates[11]	mole_branch_rates[12]	mole_branch_rates[13]	mole_branch_rates[14]	mole_branch_rates[15]	mole_branch_rates[16]	mole_branch_rates[17]	mole_branch_rates[18]	mole_branch_rates[19]	mole_branch_rates[20]	mole_branch_rates[21]	mole_branch_rates[22]	mole_clock_rate_mean	mole_clock_rate_sd	mole_proportional_rates[1]	mole_proportional_rates[2]	mole_proportional_rates[3]	mole_relative_rates[1]	mole_relative_rates[2]	mole_relative_rates[3]	morph_branch_rates[1]	morph_branch_rates[2]	morph_branch_rates[3]	morph_branch_rates[4]	morph_branch_rates[5]	morph_branch_rates[6]	morph_branch_rates[7]	morph_branch_rates[8]	morph_branch_rates[9]	morph_branch_rates[10]	morph_branch_rates[11]	morph_branch_rates[12]	morph_branch_rates[13]	morph_branch_rates[14]	morph_branch_rates[15]	morph_branch_rates[16]	morph_branch_rates[17]	morph_branch_rates[18]	morph_branch_rates[19]	morph_branch_rates[20]	morph_branch_rates[21]	morph_branch_rates[22]	morph_clock_rate	morph_clock_rate_log	morph_site_rate_alpha	morph_site_rates[1]	morph_site_rates[2]	morph_site_rates[3]	morph_site_rates[4]	mu	num_sampled_ancestors	origin_time	psi	relext	t[1]	t[2]	TL
200	-10879.6	-10873.73	-5.865586	0.256309	0.636855	0.816401	0.06562868	0.07899336	0.003454061	0.0012154	0.000613228	0.000270918	0.00208379	0.00147775	0.00729392	0.000776079	0.000123311	0.000568547	0.000925415	0.000585928	0.0434763	0.00414025	0.0017069	0.00104352	0.000170442	0.00121302	0.00307045	0.00115282	0.000736354	0.00268981	0.000655213	0.003057984	1.288519	0.609014	0.0967235	0.294263	1.82704	0.290171	0.882789	0.00368277	0.00185813	0.000820903	0.00631404	0.0044777	0.0221012	0.00235158	0.000373642	0.00172274	0.00280408	0.00177541	0.131737	0.0125453	0.00517205	0.00316195	0.000516452	0.00367556	0.0093037	0.00349313	0.00223121	0.00815033	0.00198535	0.01046608	-4.559616	6.850736	0.564531	0.838091	1.0793	1.51808	0.01336468	0	96.5097	2.6647e-05	0.1691874	42.4758	52.3536	730.2983
210	-10898.59	-10886.19	-12.40773	0.256927	0.825243	0.705393	0.08238369	0.08344672	0.004426946	0.0209304	0.000502673	0.000217413	0.00271196	0.00147775	0.00755466	0.00097696	0.000217654	0.000444562	0.000855472	0.00068825	0.0427369	0.00515314	0.000869435	0.00111379	0.000605579	0.000758369	0.00307045	0.00126604	0.00219717	0.00138347	0.00166073	0.0026673	1.329742	0.586986	0.0838701	0.329144	1.76096	0.25161	0.987433	0.0192731	0.000462871	0.000200198	0.00249722	0.00136074	0.00695647	0.000899603	0.00020042	0.000409361	0.000787735	0.000633754	0.039353	0.00474511	0.000800592	0.00102559	0.000557629	0.00069832	0.00282733	0.00116579	0.00202319	0.00127392	0.00152923	0.004076416	-5.502537	0.1931229	0.000415399	0.0299047	0.365472	3.60421	0.001063027	0	94.91013	8.60823e-05	0.01273899	43.7295	52.3536	718.6019
220	-10889.25	-10880.92	-8.334799	0.244308	0.702609	0.861236	0.08157147	0.1048705	0.002894411	0.0209304	0.000634374	0.000300181	0.00206551	0.000969472	0.00595915	0.00160239	0.000297353	0.000679457	0.00110175	0.000595291	0.00151326	0.00914153	0.000523552	0.002318	0.000604776	0.00162	0.00635841	0.00177732	0.00139141	8.95364e-05	0.00320394	0.001676728	0.9372801	0.611026	0.0985552	0.290419	1.83308	0.295665	0.871257	0.0387043	0.00117308	0.000555092	0.00381952	0.00179274	0.0110196	0.00296313	0.000549863	0.00125645	0.00203734	0.00110081	0.0027983	0.0169044	0.000968147	0.00428642	0.00111835	0.00299569	0.0117579	0.0032866	0.00257298	0.00016557	0.00592469	0.005352315	-5.230226	0.8504736	0.106245	0.426688	0.970016	2.49705	0.02329907	0	87.18865	5.255065e-05	0.2221698	46.7384	52.3536	701.1936
230	-10876.18	-10877.64	1.466537	0.211746	0.507792	1.09368	0.08157147	0.1019229	0.001936639	0.00340086	0.000397569	0.000372828	0.00203125	0.00142943	0.00579987	0.00195871	0.000469444	0.000589673	0.000815488	0.000419182	0.00401414	0.0052074	0.000477574	0.000875848	0.00126317	0.00121812	0.00312309	0.00182792	0.00179743	0.000799478	0.00431758	0.00182251	0.8667991	0.617605	0.0865681	0.295827	1.85282	0.259704	0.88748	0.0207027	0.00242019	0.00226958	0.0123652	0.00870161	0.0353066	0.0119236	0.00285773	0.00358962	0.00496426	0.00255176	0.024436	0.0316999	0.00290722	0.0053317	0.0076895	0.00741524	0.0190118	0.0111274	0.0109418	0.0048668	0.0262831	0.01178924	-4.440568	4.922902	0.498844	0.802089	1.08343	1.61563	0.02035147	0	86.33291	4.482401e-05	0.199675	39.7463	52.3536	735.1041
240	-10877.46	-10875.86	-1.592367	0.196725	0.611907	0.740392	0.08580515	0.0999035	0.002145271	0.00210526	0.000605707	0.000439987	0.0022272	0.00182388	0.0071255	0.00167127	0.000226619	0.000846265	0.000968842	0.000501427	0.00401648	0.000302561	0.00107712	0.00027848	0.00131272	0.00513909	0.00629294	0.00181016	0.00302628	0.0009155	0.00448268	0.001962225	1.025057	0.674372	0.0792809	0.246347	2.02311	0.237843	0.739042	0.00213858	0.000615292	0.00044695	0.00226244	0.00185275	0.00723826	0.00169772	0.000230205	0.000859657	0.000984174	0.000509362	0.00408004	0.000307349	0.00109416	0.000282887	0.00133349	0.00522041	0.00639252	0.00183881	0.00307417	0.000929988	0.00455361	0.002179219	-6.128789	0.3185	0.00691548	0.118942	0.625602	3.24854	0.01409835	0	98.77528	4.936466e-05	0.1411196	36.4323	52.3536	736.2101
250	-10875.51	-10875.98	0.4663902	0.244278	0.336359	0.992583	0.07546322	0.1049025	0.002094911	0.00159785	0.000342429	0.000485046	0.00230215	0.00167906	0.007255	0.00145547	0.000375439	0.00112367	0.000931349	0.00078474	0.00372904	0.000683399	0.0008496	0.00172307	0.00192038	0.00404376	0.00362233	0.00729766	0.00190899	0.000804162	0.00117344	0.001500582	0.7007537	0.657626	0.0895276	0.252846	1.97288	0.268583	0.758538	0.00350354	0.000750829	0.00106354	0.00504783	0.0036816	0.0159077	0.00319134	0.000823208	0.00246381	0.00204213	0.00172066	0.0081765	0.00149846	0.00186288	0.0037781	0.00421073	0.00886657	0.00794253	0.0160013	0.00418575	0.00176325	0.00257294	0.004593416	-5.383131	6.841955	0.564289	0.837965	1.07932	1.51842	0.02943925	0	89.91162	6.417621e-05	0.2806345	37.4804	52.3536	701.8156
260	-10866.43	-10869.43	3.002901	0.270192	0.547336	0.744887	0.08041112	0.09376557	0.001592368	0.000482006	0.000597206	0.000248691	0.00254728	0.00184576	0.0077845	0.00158348	0.000469068	0.00100845	0.000780967	0.000450315	0.00273748	0.000461017	0.00117313	0.000169445	0.00192038	0.00290164	0.00172724	0.00357906	0.00194085	0.000214601	0.000409537	0.001866892	0.8757607	0.629976	0.101234	0.26879	1.88993	0.303702	0.80637	0.000990278	0.00122695	0.000510933	0.00523337	0.0037921	0.0159932	0.00325325	0.000963696	0.00207185	0.00160449	0.000925168	0.00562413	0.000947155	0.00241019	0.000348123	0.0039454	0.0059614	0.0035486	0.00735314	0.00398745	0.000440897	0.000841391	0.003271508	-5.722504	7.315272	0.576781	0.844368	1.07822	1.50063	0.01335445	0	97.46664	4.998482e-05	0.1424239	35.3436	52.3536	710.1118
270	-10863.68	-10871.75	8.067661	0.241141	0.87969	1.07835	0.08132032	0.08839806	0.00136946	0.00325061	0.000498549	0.000220649	0.00216139	0.0017882	0.00611254	0.00163233	0.000451128	0.000816757	0.000754302	0.000419941	0.00139495	0.00097876	0.000739647	0.00112419	0.000760536	0.00149324	0.00251451	0.00111766	0.00119954	0.000511072	0.000187634	0.001504916	0.8335238	0.577526	0.112994	0.309481	1.73258	0.338981	0.928442	0.00489885	0.000751342	0.00033253	0.00325733	0.00269491	0.00921193	0.00246001	0.000679876	0.0012309	0.00113677	0.000632874	0.00210227	0.00147505	0.00111469	0.00169421	0.00114617	0.00225039	0.00378951	0.00168438	0.00180778	0.000770214	0.000282775	0.002063853	-6.183181	0.2724647	0.00332794	0.0833276	0.54653	3.36681	0.007077736	0	99.67561	6.8933e-05	0.08006664	34.7219	52.3536	730.4569
280	-10865.37	-10874.69	9.31445	0.245412	0.512963	0.937189	0.06883906	0.1052761	0.001286744	0.00107696	0.000611689	0.000151615	0.00234075	0.00164904	0.00694028	0.000969144	0.000279557	0.000870286	0.000679914	0.000449634	0.0011315	0.000990179	0.00100625	0.000341219	0.00074637	0.0011693	0.00368381	0.000672149	0.000830044	0.000475619	0.00124306	0.001540532	1.063576	0.582827	0.107126	0.310047	1.74848	0.321379	0.930141	0.00344106	0.00195445	0.000484436	0.00747911	0.00526898	0.0221754	0.00309658	0.000893235	0.00278072	0.00217244	0.00143666	0.00361535	0.00316379	0.00321514	0.00109025	0.00238478	0.00373611	0.0117704	0.00214764	0.00265214	0.00151969	0.0039718	0.004111371	-5.493999	5.373616	0.516892	0.812395	1.0826	1.58812	0.03643708	0	99.72076	4.437231e-05	0.3461096	45.3083	52.3536	797.3413
290	-10867.59	-10877.74	10.15469	0.266111	0.543507	0.953296	0.08747425	0.1419229	0.001331883	0.000143725	0.000662568	0.000203563	0.00234808	0.00158375	0.00645522	0.000899729	0.000558171	0.000625282	0.000938354	0.000461847	0.00101461	0.00164456	0.000593586	0.00155436	0.00105243	0.00156752	0.00325996	0.00165106	0.000767374	0.00061338	0.000702292	0.001426084	0.7396042	0.600683	0.106259	0.293058	1.80205	0.318778	0.879173	0.000669743	0.0030875	0.000948586	0.0109418	0.00738014	0.0300807	0.00419265	0.00260102	0.00291376	0.00437264	0.00215216	0.004728	0.00766347	0.00276605	0.00724317	0.00490422	0.00730448	0.0151911	0.0076938	0.00357589	0.00285829	0.00327262	0.006206448	-5.082167	2.269499	0.323454	0.680919	1.07547	1.92016	0.05444869	0	93.70383	1.590573e-05	0.3836496	38.5407	52.3536	698.5129
300	-10875.59	-10876.02	0.4271204	0.244667	0.613766	1.20588	0.07353771	0.08135928	0.002144505	0.00407487	0.000449622	0.000529526	0.00267333	0.00163773	0.00781603	0.000917564	0.000845214	0.000728311	0.000820173	0.000532357	0.00530227	0.00612186	0.00157823	0.000311712	0.000895005	0.00125293	0.00139908	0.00210342	0.00201489	0.00351671	0.00165828	0.001748143	0.927634	0.604439	0.0937251	0.301836	1.81332	0.281175	0.905509	0.0123578	0.00136356	0.00160589	0.00810739	0.00496674	0.0237036	0.00278269	0.00256327	0.00220874	0.00248733	0.00161447	0.0160801	0.0185657	0.00478628	0.000945327	0.00271427	0.00379975	0.00424296	0.00637901	0.00611054	0.0106651	0.00502905	0.006503619	-5.035397	8.970265	0.613149	0.862267	1.07449	1.45009	0.007821569	0	89.68284	1.697484e-05	0.09613616	38.5407	52.3536	795.5661
310	-10872.15	-10875.65	3.495953	0.290635	0.504107	1.10792	0.07364528	0.09053465	0.001664671	0.00369399	0.000346413	0.00017593	0.00249384	0.00220865	0.00791385	0.00118304	0.00146223	0.000715651	0.000985417	0.000511792	0.00182947	0.0017701	0.00243799	0.000532832	0.000210448	0.00212652	0.00143925	0.000574348	0.00245109	0.000223379	0.00133652	0.001910664	1.025253	0.623548	0.0794557	0.296996	1.87064	0.238367	0.890988	0.00745239	0.000698865	0.000354927	0.00503117	0.00445581	0.0159657	0.00238671	0.00294996	0.00144378	0.00198801	0.00103251	0.00369084	0.00357107	0.00491849	0.00107495	0.000424565	0.00429011	0.00290359	0.00115871	0.00494491	0.000450653	0.00269634	0.003358365	-5.696301	8.970265	0.613149	0.862267	1.07449	1.45009	0.01688938	0	94.82025	5.438225e-05	0.1865515	38.5407	52.3536	710.675
320	-10875.62	-10876.23	0.6086273	0.190041	0.543145	1.08574	0.07410621	0.1526539	0.001960886	0.00144622	0.000741781	0.000271747	0.00224392	0.00231904	0.00713816	0.00116675	0.00108794	0.00086567	0.00124558	0.00047526	0.000305651	0.000933205	0.00371066	0.000743946	0.00023578	0.00696502	0.00143925	0.00175653	0.00339292	0.00311581	0.00153868	0.00332914	1.100269	0.660576	0.0879262	0.251497	1.98173	0.263779	0.754492	0.00206273	0.001058	0.000387592	0.00320049	0.00330764	0.0101811	0.00166413	0.00155173	0.0012347	0.00177657	0.000677862	0.000435949	0.00133103	0.00529251	0.00106109	0.000336292	0.00993419	0.00205279	0.00250534	0.0048393	0.00444406	0.00219461	0.002796806	-5.879277	0.1097006	1.79117e-06	0.00198658	0.120736	3.87728	0.07854773	0	89.10608	2.908773e-05	0.5145477	47.2467	52.3536	664.5175
330	-10869.64	-10876.78	7.140303	0.199859	0.513029	0.981969	0.0855854	0.08669808	0.001580465	0.000502054	0.000521586	0.000630801	0.0025376	0.00236241	0.00698204	0.00132934	0.00121386	0.000993493	0.00101524	0.000564311	0.00151139	0.000693986	0.00253888	0.000590831	0.00042135	0.0044341	0.00155814	0.000627409	0.00272453	0.000594352	0.000422522	0.001363074	0.7008461	0.673536	0.0782028	0.248261	2.02061	0.234608	0.744784	0.00307514	0.00319478	0.00386373	0.0155431	0.0144701	0.0427658	0.00814236	0.00743504	0.00608527	0.00621846	0.00345647	0.00925745	0.00425075	0.0155509	0.00361891	0.00258082	0.0271594	0.00954377	0.00384296	0.0166881	0.00364048	0.002588	0.009680537	-4.637638	0.5503111	0.04305	0.283497	0.853686	2.81977	0.001112672	0	98.74449	7.788454e-05	0.01283387	47.1839	52.3536	727.8123
340	-10876.43	-10879.92	3.48407	0.208901	0.793714	0.820413	0.08015364	0.08020302	0.001988691	0.00198841	0.000689632	0.00053422	0.00276761	0.00189898	0.00798817	0.00177264	0.00108448	0.000880531	0.00131387	0.000638263	0.000697097	0.00128432	0.00189931	0.0028811	0.000848553	0.00461762	0.00104848	0.00099931	0.00200978	0.00204101	0.00386783	0.001456226	0.6902243	0.716989	0.0658494	0.217162	2.15097	0.197548	0.651485	0.00730841	0.00253474	0.00196352	0.0101723	0.00697968	0.0293605	0.00651532	0.003986	0.00323638	0.00482911	0.00234593	0.00256218	0.00472051	0.00698089	0.0105894	0.00311885	0.016972	0.00385369	0.00367296	0.00738694	0.00750174	0.0142162	0.007309423	-4.918591	0.481698	0.0300478	0.2398	0.806481	2.92367	4.938055e-05	0	97.06757	3.911352e-05	0.0006156945	42.5072	52.3536	719.0709
350	-10888.07	-10886.5	-1.573249	0.228364	2.69746	0.816933	0.09716956	0.1106714	0.002129198	0.00252572	0.000631852	0.000991661	0.00302178	0.00169934	0.00901276	0.00149594	0.00126312	0.0010569	0.00123196	0.000591584	0.000382879	0.00105063	0.00196952	0.00849223	0.0004821	0.00300762	0.00178881	0.00099931	0.00205611	0.00178946	0.00130107	0.002014219	0.8115973	0.659799	0.0833263	0.256875	1.9794	0.249979	0.770625	0.00872016	0.0021815	0.00342376	0.0104329	0.00586704	0.031117	0.0051648	0.00436097	0.003649	0.00425338	0.00204247	0.00132191	0.00362733	0.00679985	0.0293198	0.00166447	0.010384	0.00617594	0.00345016	0.00709881	0.0061782	0.004492	0.007351153	-4.912898	7.053535	0.570011	0.840915	1.07883	1.51025	0.01350181	0	89.83004	7.947026e-05	0.1219992	43.6653	52.3536	637.6671
360	-10882.59	-10883.82	1.227138	0.207198	1.70529	0.823669	0.09541898	0.09702295	0.001796106	0.00149632	0.000543555	0.00075553	0.00379809	0.00212256	0.0100175	0.00148245	0.000986963	0.000858553	0.00101095	0.000489262	0.00104505	0.000567446	0.00230082	0.00344862	0.000139107	0.0020134	0.00188748	0.000760655	0.00224817	0.001368	0.000173814	0.001656957	0.8253865	0.646449	0.0876011	0.26595	1.93935	0.262803	0.79785	0.0027363	0.000993994	0.00138163	0.00694553	0.00388151	0.0183189	0.00271095	0.00180485	0.00157003	0.00184871	0.000894709	0.00191108	0.00103768	0.00420748	0.00630645	0.000254383	0.00368189	0.00345162	0.001391	0.00411121	0.00250164	0.000317852	0.003284519	-5.718535	0.2903873	0.00454801	0.097041	0.579301	3.31911	0.001603979	0	91.95749	9.95523e-05	0.01653195	40.1202	52.2093	634.1677
370	-10876.14	-10877.96	1.815792	0.193975	0.486503	0.791975	0.09203313	0.1057446	0.001738374	0.00157827	0.000423716	0.000517219	0.00289999	0.00212256	0.010004	0.00163392	0.00113566	0.000792721	0.00119821	0.000566701	0.002124	0.000700314	0.00245646	0.000810881	0.000201457	0.00299421	0.00256719	0.000472694	0.0019188	0.000362939	0.000762289	0.002463404	0.8594596	0.664262	0.0825413	0.253197	1.99279	0.247624	0.75959	0.00366176	0.000983068	0.00120001	0.00672831	0.00492458	0.0232104	0.00379088	0.00263485	0.0018392	0.00277999	0.00131481	0.0049279	0.0016248	0.00569926	0.00188133	0.000467401	0.00694689	0.00595616	0.0010967	0.00445184	0.000842058	0.0017686	0.004033219	-5.51319	3.078952	0.395279	0.735808	1.08288	1.78603	0.01371147	0	90.94276	6.889608e-05	0.1296659	38.6728	52.2093	702.2186
380	-10876.91	-10880.17	3.259467	0.213256	0.399616	0.761089	0.09891961	0.1105959	0.001889308	0.00274636	0.000405495	0.000233498	0.00396976	0.00227683	0.00871978	0.00201835	0.00124393	0.00107114	0.000967447	0.000539226	0.000743213	0.00118199	0.00164502	0.00156626	0.000669235	0.00688061	0.000608212	0.000276655	0.000890849	0.00150648	0.00140443	0.001362055	0.8247065	0.598766	0.100792	0.300442	1.7963	0.302377	0.901326	0.0177445	0.00261995	0.00150866	0.0256491	0.0147108	0.0563394	0.0130408	0.00803716	0.00692073	0.00625078	0.003484	0.00480198	0.00763695	0.0106286	0.0101198	0.004324	0.0444563	0.00392972	0.0017875	0.00575587	0.00973353	0.00907414	0.01220701	-4.405745	2.581712	0.354069	0.705379	1.0795	1.86105	0.01167629	1	87.52376	5.917828e-06	0.1055761	37.8872	52.3888	530.1872
390	-10868.72	-10879.52	10.79818	0.288073	0.679917	0.931446	0.0777156	0.1235034	0.001440632	0.00244559	0.000497524	0.000448968	0.00245371	0.00165904	0.00717456	0.00177171	0.000819548	0.000896839	0.000877568	0.000502612	0.000665234	0.00152849	0.000729789	0.000596501	0.000583305	0.00328539	0.00100014	0.000444537	0.00121103	0.000799886	0.00130193	0.001639682	0.8375067	0.547278	0.105992	0.34673	1.64183	0.317976	1.04019	0.0140668	0.0028617	0.00258242	0.0141135	0.00954261	0.0412673	0.0101907	0.00471396	0.00515852	0.00504768	0.00289097	0.00382636	0.00879172	0.00419767	0.00343101	0.00335511	0.0188972	0.0057527	0.00255693	0.00696574	0.00460086	0.00748856	0.008286361	-4.793144	4.085054	0.458974	0.7781	1.08438	1.67855	0.04578778	0	91.28502	2.76982e-05	0.3707411	40.1185	52.4166	635.8711
400	-10867.09	-10877.6	10.51666	0.219403	0.564083	0.837369	0.08613615	0.1018574	0.001574212	0.00313239	0.000764537	0.000604564	0.00245371	0.00163855	0.00740704	0.00153244	0.00102832	0.000766134	0.000877568	0.000578063	0.000910895	0.000718943	0.000832663	0.00175362	0.000761954	0.00161142	0.00127963	0.000856919	0.00151016	0.00129862	0.00231452	0.001845595	0.7769372	0.638288	0.0834319	0.27828	1.91486	0.250296	0.834841	0.0101965	0.0024887	0.00196796	0.00798724	0.00533377	0.0241112	0.00498836	0.00334735	0.0024939	0.00285664	0.0018817	0.00296512	0.00234029	0.00271047	0.00570835	0.0024803	0.00524545	0.00416543	0.00278942	0.00491584	0.00422725	0.00753418	0.00512434	-5.273754	3.441557	0.420778	0.753375	1.08397	1.74188	0.01572129	0	98.73708	1.884532e-05	0.154346	36.8179	52.4166	695.8832
410	-10869.6	-10878.3	8.701496	0.218221	0.463831	1.12607	0.08031206	0.08517717	0.00153665	0.00328073	0.000964417	0.000434275	0.00149807	0.00191499	0.00594816	0.00141268	0.00125602	0.000593194	0.000982887	0.000789996	0.00270824	0.000761499	0.00086508	0.000877208	0.000319865	0.0019383	0.000914618	0.00202385	0.000988568	0.00123047	0.00210319	0.001988779	0.70395	0.633625	0.0843341	0.282041	1.90087	0.253002	0.846123	0.00453594	0.0013334	0.000600429	0.00207124	0.00264767	0.00822394	0.00195318	0.00173657	0.000820151	0.00135894	0.00109225	0.00374442	0.00105285	0.00119606	0.00121283	0.000442246	0.0026799	0.00126455	0.00279818	0.0013668	0.00170125	0.00290788	0.002124576	-6.154183	0.3745433	0.0132197	0.162499	0.702195	3.12209	0.004865115	0	99.63473	1.690854e-05	0.05711759	36.3856	52.4166	707.1141
420	-10860.64	-10873.86	13.22007	0.219401	0.639295	0.858547	0.08031206	0.080482	0.001278902	0.000598094	0.000903337	0.000430301	0.00131432	0.00175481	0.00554661	0.00163967	0.00127404	0.000732962	0.00101915	0.000801925	0.000688826	0.00136659	0.00086508	0.000642415	0.00136775	0.00173364	0.000621228	0.00182868	0.000588361	0.00169495	0.000723115	0.001413311	0.853766	0.650268	0.0821482	0.267584	1.9508	0.246445	0.802752	0.00309441	0.00467368	0.00222629	0.00680003	0.00907905	0.028697	0.0084833	0.00659162	0.00379219	0.00527289	0.004149	0.00356384	0.00707047	0.00447575	0.00332372	0.00707645	0.00896947	0.0032141	0.00946124	0.00304406	0.0087693	0.00374125	0.006616778	-5.018147	0.5908402	0.0512245	0.307142	0.876573	2.76506	0.0001699389	1	100.1098	7.22651e-05	0.002111515	45.6838	52.4166	740.3305
430	-10866.77	-10872.41	5.634728	0.232585	0.680016	0.931426	0.07453467	0.1046781	0.001626329	0.000675654	0.000852816	0.000450224	0.00192127	0.00140261	0.00484001	0.00164668	0.0012142	0.000568177	0.00108464	0.000978675	0.00224442	0.00145384	0.00105305	0.000255228	0.00527807	0.00415152	0.000706772	0.00201507	0.000887875	0.000411554	0.00168688	0.001617118	0.8707058	0.661273	0.0824395	0.256287	1.98382	0.247318	0.768862	0.00194765	0.00245834	0.00129782	0.00553828	0.00404317	0.0139519	0.00474676	0.00350006	0.00163783	0.0031266	0.00282114	0.00646979	0.00419086	0.00303552	0.000735723	0.0152147	0.0119672	0.00203735	0.00580867	0.0025594	0.00118635	0.00486264	0.004688079	-5.362732	3.019666	0.390778	0.732611	1.08261	1.794	0.03014345	0	97.31575	6.29683e-05	0.2879632	34.5336	52.4166	760.6625
440	-10861.39	-10876.45	15.05244	0.21745	0.905914	0.684801	0.06821243	0.1603072	0.001483722	0.000684855	0.00100226	0.00103762	0.00186911	0.00140261	0.00583326	0.00209091	0.00157712	0.000663564	0.0015282	0.00106751	0.00102228	0.00138537	0.000892868	0.00169304	0.00117595	0.00204834	0.000969552	0.00148146	0.000977499	0.000439716	0.00179879	0.001534562	0.5726878	0.633045	0.0916356	0.27532	1.89913	0.274907	0.82596	0.00278208	0.00407148	0.0042151	0.00759286	0.00569778	0.0236964	0.00849389	0.00640673	0.00269558	0.00620798	0.00433651	0.00415281	0.00562776	0.00362708	0.00687759	0.00477703	0.00832094	0.0039386	0.0060181	0.00397088	0.00178625	0.00730718	0.006027298	-5.111456	1.105882	0.157583	0.506417	1.01555	2.32045	0.09209473	1	96.00935	1.705426e-05	0.5744892	46.0787	52.1531	628.4129
450	-10862.81	-10876.2	13.38943	0.214114	0.777915	0.895255	0.05779985	0.590495	0.001490298	0.000684855	0.00120891	0.00109489	0.00185117	0.00131744	0.00534343	0.00231045	0.00103793	0.00061143	0.00101772	0.00145981	0.00167542	0.00128194	0.000549905	0.000880235	0.00144965	0.00339481	0.000672017	0.00187041	0.00120402	0.000846531	0.00102359	0.001548478	0.471936	0.637669	0.0907846	0.271546	1.91301	0.272354	0.814639	0.00770311	0.0135976	0.0123151	0.0208216	0.0148183	0.0601019	0.0259874	0.0116745	0.00687724	0.0114471	0.0164196	0.0188448	0.014419	0.00618522	0.0099007	0.0163053	0.0381842	0.00755871	0.0210379	0.0135425	0.00952161	0.0115131	0.01676257	-4.088607	0.3448237	0.00962405	0.139525	0.663944	3.18691	0.5326951	0	94.75738	1.463468e-05	0.9021163	33.9586	52.3285	708.7943
460	-10871.35	-10873.6	2.258063	0.202133	0.630197	1.11949	0.06605036	0.1109515	0.001697344	0.000670588	0.00170074	0.000906903	0.00188475	0.00189702	0.00598415	0.00275997	0.00146813	0.000693261	0.000993468	0.00161814	0.00170485	0.000572629	0.000782853	0.000677852	0.00149957	0.00307764	0.000220276	0.0020004	0.00326055	0.00035455	0.0026133	0.00179916	0.6682923	0.647616	0.0909787	0.261405	1.94285	0.272936	0.784216	0.00304355	0.00771902	0.00411609	0.00855419	0.00860985	0.0271598	0.0125265	0.0066633	0.00314645	0.00450898	0.0073441	0.00773767	0.00259895	0.00355307	0.00307652	0.00680596	0.0139682	0.000999749	0.00907904	0.0147984	0.00160917	0.0118608	0.007703605	-4.866067	2.231674	0.319445	0.677586	1.07484	1.92813	0.04490119	0	95.76435	1.644906e-05	0.4046918	33.9586	52.3285	675.4555
470	-10878.06	-10880.95	2.887962	0.215822	0.68477	1.03498	0.05842626	1.104319	0.001815426	0.0025216	0.00232842	0.00102682	0.00192404	0.00113633	0.0070522	0.00192616	0.00118552	0.000744414	0.00107794	0.00151664	0.00233771	0.000765602	0.000546033	0.00147644	0.00249079	0.00264847	0.000265776	0.0022979	0.00381115	0.000455966	0.000403456	0.00179916	0.8400567	0.631418	0.0784635	0.290118	1.89425	0.235391	0.870355	0.00396285	0.00365927	0.00161371	0.00302376	0.00178582	0.011083	0.00302708	0.00186312	0.0011699	0.00169405	0.00238349	0.00367387	0.00120319	0.000858127	0.00232032	0.00391444	0.00416224	0.000417684	0.0036113	0.00598947	0.00071658	0.000634058	0.002853061	-5.859363	6.05544	0.540772	0.825539	1.08113	1.55255	1.045893	0	94.47426	3.122714e-05	0.947093	35.8635	52.3285	642.5677
480	-10869.1	-10874.84	5.738995	0.263265	0.472431	0.982518	0.04041124	0.7708262	0.001525439	0.000555938	0.00216708	0.000164288	0.00224396	0.00132856	0.00687111	0.00165094	0.00108064	0.000635306	0.00096704	0.00194665	0.00109391	0.000645621	0.000546033	0.00159927	0.00284082	0.00125075	0.000313329	0.00190475	0.00160854	0.000353259	0.00179188	0.001553365	0.7461503	0.634873	0.094782	0.270345	1.90462	0.284346	0.811035	0.00189304	0.00737916	0.000559422	0.00764094	0.00452391	0.023397	0.00562164	0.0036797	0.00216329	0.00329289	0.00662857	0.00372489	0.00219842	0.00185931	0.0054457	0.00967334	0.00425896	0.00106692	0.00648589	0.00547729	0.00120289	0.00610155	0.005194305	-5.260192	5.31249	0.51456	0.811082	1.08272	1.59164	0.730415	0	96.22965	4.277625e-05	0.9475741	37.356	52.3285	728.8879
490	-10871.58	-10874.97	3.395253	0.266112	0.661813	0.955369	0.05170525	0.1844288	0.001735114	0.00218742	0.00167646	0.000426449	0.00218284	0.00121798	0.00618925	0.00111806	0.000609059	0.00078924	0.00094123	0.0024449	0.000686572	0.00200699	0.00080225	0.00190033	0.00405893	0.00232175	0.000378145	0.00413273	0.000890971	0.000353259	0.000857714	0.001553365	0.7187396	0.642274	0.0901951	0.267531	1.92682	0.270585	0.802592	0.00958437	0.00734553	0.00186852	0.00956429	0.00533667	0.0271187	0.00489887	0.00266864	0.00345812	0.00412407	0.0107125	0.00300827	0.00879378	0.00351512	0.00832647	0.0177845	0.0101729	0.00165687	0.0181079	0.00390386	0.00154783	0.00375814	0.007602545	-4.879272	6.891333	0.565645	0.838667	1.07921	1.51648	0.1327235	0	95.9222	6.243983e-05	0.7196465	34.6562	52.3285	749.7973
